library_name,github_repo,stars,usage_count,model_ids,imported_entities
ultralyticsplus,,,52,"foduucom/table-detection-and-extraction, keremberke/yolov8m-table-extraction, foduucom/stockmarket-pattern-detection-yolov8, keremberke/yolov8s-table-extraction, keremberke/yolov8m-building-segmentation, keremberke/yolov8m-shoe-classification, keremberke/yolov8m-hard-hat-detection, keremberke/yolov8n-table-extraction, keremberke/yolov8m-pokemon-classification, keremberke/yolov8m-protective-equipment-detection, keremberke/yolov8m-forklift-detection, keremberke/yolov8m-pcb-defect-segmentation, keremberke/yolov8m-csgo-player-detection, keremberke/yolov8m-chest-xray-classification, keremberke/yolov8m-nlf-head-detection, keremberke/yolov8m-plane-detection, keremberke/yolov8m-valorant-detection, keremberke/yolov8m-blood-cell-detection, keremberke/yolov8m-scene-classification, keremberke/yolov8m-painting-classification, keremberke/yolov8m-pothole-segmentation, keremberke/yolov8n-building-segmentation, keremberke/yolov8s-building-segmentation, keremberke/yolov8s-pokemon-classification, keremberke/yolov8n-chest-xray-classification, keremberke/yolov8s-blood-cell-detection, keremberke/yolov8s-csgo-player-detection, keremberke/yolov8s-forklift-detection, keremberke/yolov8n-pothole-segmentation, keremberke/yolov8n-valorant-detection, keremberke/yolov8s-scene-classification, keremberke/yolov8n-scene-classification, keremberke/yolov8n-csgo-player-detection, keremberke/yolov8n-forklift-detection, keremberke/yolov8n-painting-classification, keremberke/yolov8n-plane-detection, keremberke/yolov8n-pokemon-classification, keremberke/yolov8s-chest-xray-classification, keremberke/yolov8s-valorant-detection, keremberke/yolov8n-protective-equipment-detection, keremberke/yolov8s-nlf-head-detection, keremberke/yolov8n-pcb-defect-segmentation, keremberke/yolov8n-nlf-head-detection, keremberke/yolov8n-blood-cell-detection, keremberke/yolov8s-protective-equipment-detection, keremberke/yolov8s-pcb-defect-segmentation, keremberke/yolov8s-shoe-classification, keremberke/yolov8s-hard-hat-detection, keremberke/yolov8s-pothole-segmentation, keremberke/yolov8n-shoe-classification, keremberke/yolov8n-hard-hat-detection, keremberke/yolov8s-plane-detection",foduucom/table-detection-and-extraction: ultralyticsplus.YOLO; foduucom/table-detection-and-extraction: ultralyticsplus.render_result; keremberke/yolov8m-table-extraction: ultralyticsplus.YOLO; keremberke/yolov8m-table-extraction: ultralyticsplus.render_result; foduucom/stockmarket-pattern-detection-yolov8: ultralyticsplus.YOLO; foduucom/stockmarket-pattern-detection-yolov8: ultralyticsplus.render_result; keremberke/yolov8s-table-extraction: ultralyticsplus.YOLO; keremberke/yolov8s-table-extraction: ultralyticsplus.render_result; keremberke/yolov8m-building-segmentation: ultralyticsplus.YOLO; keremberke/yolov8m-building-segmentation: ultralyticsplus.render_result; keremberke/yolov8m-shoe-classification: ultralyticsplus.YOLO; keremberke/yolov8m-shoe-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8m-hard-hat-detection: ultralyticsplus.YOLO; keremberke/yolov8m-hard-hat-detection: ultralyticsplus.render_result; keremberke/yolov8n-table-extraction: ultralyticsplus.YOLO; keremberke/yolov8n-table-extraction: ultralyticsplus.render_result; keremberke/yolov8m-pokemon-classification: ultralyticsplus.YOLO; keremberke/yolov8m-pokemon-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8m-protective-equipment-detection: ultralyticsplus.YOLO; keremberke/yolov8m-protective-equipment-detection: ultralyticsplus.render_result; keremberke/yolov8m-forklift-detection: ultralyticsplus.YOLO; keremberke/yolov8m-forklift-detection: ultralyticsplus.render_result; keremberke/yolov8m-pcb-defect-segmentation: ultralyticsplus.YOLO; keremberke/yolov8m-pcb-defect-segmentation: ultralyticsplus.render_result; keremberke/yolov8m-csgo-player-detection: ultralyticsplus.YOLO; keremberke/yolov8m-csgo-player-detection: ultralyticsplus.render_result; keremberke/yolov8m-chest-xray-classification: ultralyticsplus.YOLO; keremberke/yolov8m-chest-xray-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8m-nlf-head-detection: ultralyticsplus.YOLO; keremberke/yolov8m-nlf-head-detection: ultralyticsplus.render_result; keremberke/yolov8m-plane-detection: ultralyticsplus.YOLO; keremberke/yolov8m-plane-detection: ultralyticsplus.render_result; keremberke/yolov8m-valorant-detection: ultralyticsplus.YOLO; keremberke/yolov8m-valorant-detection: ultralyticsplus.render_result; keremberke/yolov8m-blood-cell-detection: ultralyticsplus.YOLO; keremberke/yolov8m-blood-cell-detection: ultralyticsplus.render_result; keremberke/yolov8m-scene-classification: ultralyticsplus.YOLO; keremberke/yolov8m-scene-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8m-painting-classification: ultralyticsplus.YOLO; keremberke/yolov8m-painting-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8m-pothole-segmentation: ultralyticsplus.YOLO; keremberke/yolov8m-pothole-segmentation: ultralyticsplus.render_result; keremberke/yolov8n-building-segmentation: ultralyticsplus.YOLO; keremberke/yolov8n-building-segmentation: ultralyticsplus.render_result; keremberke/yolov8s-building-segmentation: ultralyticsplus.YOLO; keremberke/yolov8s-building-segmentation: ultralyticsplus.render_result; keremberke/yolov8s-pokemon-classification: ultralyticsplus.YOLO; keremberke/yolov8s-pokemon-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8n-chest-xray-classification: ultralyticsplus.YOLO; keremberke/yolov8n-chest-xray-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8s-blood-cell-detection: ultralyticsplus.YOLO; keremberke/yolov8s-blood-cell-detection: ultralyticsplus.render_result; keremberke/yolov8s-csgo-player-detection: ultralyticsplus.YOLO; keremberke/yolov8s-csgo-player-detection: ultralyticsplus.render_result; keremberke/yolov8s-forklift-detection: ultralyticsplus.YOLO; keremberke/yolov8s-forklift-detection: ultralyticsplus.render_result; keremberke/yolov8n-pothole-segmentation: ultralyticsplus.YOLO; keremberke/yolov8n-pothole-segmentation: ultralyticsplus.render_result; keremberke/yolov8n-valorant-detection: ultralyticsplus.YOLO; keremberke/yolov8n-valorant-detection: ultralyticsplus.render_result; keremberke/yolov8s-scene-classification: ultralyticsplus.YOLO; keremberke/yolov8s-scene-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8n-scene-classification: ultralyticsplus.YOLO; keremberke/yolov8n-scene-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8n-csgo-player-detection: ultralyticsplus.YOLO; keremberke/yolov8n-csgo-player-detection: ultralyticsplus.render_result; keremberke/yolov8n-forklift-detection: ultralyticsplus.YOLO; keremberke/yolov8n-forklift-detection: ultralyticsplus.render_result; keremberke/yolov8n-painting-classification: ultralyticsplus.YOLO; keremberke/yolov8n-painting-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8n-plane-detection: ultralyticsplus.YOLO; keremberke/yolov8n-plane-detection: ultralyticsplus.render_result; keremberke/yolov8n-pokemon-classification: ultralyticsplus.YOLO; keremberke/yolov8n-pokemon-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8s-chest-xray-classification: ultralyticsplus.YOLO; keremberke/yolov8s-chest-xray-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8s-valorant-detection: ultralyticsplus.YOLO; keremberke/yolov8s-valorant-detection: ultralyticsplus.render_result; keremberke/yolov8n-protective-equipment-detection: ultralyticsplus.YOLO; keremberke/yolov8n-protective-equipment-detection: ultralyticsplus.render_result; keremberke/yolov8s-nlf-head-detection: ultralyticsplus.YOLO; keremberke/yolov8s-nlf-head-detection: ultralyticsplus.render_result; keremberke/yolov8n-pcb-defect-segmentation: ultralyticsplus.YOLO; keremberke/yolov8n-pcb-defect-segmentation: ultralyticsplus.render_result; keremberke/yolov8n-nlf-head-detection: ultralyticsplus.YOLO; keremberke/yolov8n-nlf-head-detection: ultralyticsplus.render_result; keremberke/yolov8n-blood-cell-detection: ultralyticsplus.YOLO; keremberke/yolov8n-blood-cell-detection: ultralyticsplus.render_result; keremberke/yolov8s-protective-equipment-detection: ultralyticsplus.YOLO; keremberke/yolov8s-protective-equipment-detection: ultralyticsplus.render_result; keremberke/yolov8s-pcb-defect-segmentation: ultralyticsplus.YOLO; keremberke/yolov8s-pcb-defect-segmentation: ultralyticsplus.render_result; keremberke/yolov8s-shoe-classification: ultralyticsplus.YOLO; keremberke/yolov8s-shoe-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8s-hard-hat-detection: ultralyticsplus.YOLO; keremberke/yolov8s-hard-hat-detection: ultralyticsplus.render_result; keremberke/yolov8s-pothole-segmentation: ultralyticsplus.YOLO; keremberke/yolov8s-pothole-segmentation: ultralyticsplus.render_result; keremberke/yolov8n-shoe-classification: ultralyticsplus.YOLO; keremberke/yolov8n-shoe-classification: ultralyticsplus.postprocess_classify_output; keremberke/yolov8n-hard-hat-detection: ultralyticsplus.YOLO; keremberke/yolov8n-hard-hat-detection: ultralyticsplus.render_result; keremberke/yolov8s-plane-detection: ultralyticsplus.YOLO; keremberke/yolov8s-plane-detection: ultralyticsplus.render_result
uni2ts,,,3,"Salesforce/moirai-1.0-R-small, Salesforce/moirai-1.0-R-base, Salesforce/moirai-1.0-R-large",Salesforce/moirai-1.0-R-small: uni2ts.eval_util.plot.plot_single; Salesforce/moirai-1.0-R-small: uni2ts.model.moirai.MoiraiForecast; Salesforce/moirai-1.0-R-small: uni2ts.model.moirai.MoiraiModule; Salesforce/moirai-1.0-R-base: uni2ts.eval_util.plot.plot_single; Salesforce/moirai-1.0-R-base: uni2ts.model.moirai.MoiraiForecast; Salesforce/moirai-1.0-R-base: uni2ts.model.moirai.MoiraiModule; Salesforce/moirai-1.0-R-large: uni2ts.eval_util.plot.plot_single; Salesforce/moirai-1.0-R-large: uni2ts.model.moirai.MoiraiForecast; Salesforce/moirai-1.0-R-large: uni2ts.model.moirai.MoiraiModule
unicodedata,,,3,"snunlp/KR-BERT-char16424, nlpaueb/bert-base-greek-uncased-v1, ddobokki/ko-trocr",snunlp/KR-BERT-char16424: unicodedata.normalize; nlpaueb/bert-base-greek-uncased-v1: unicodedata; ddobokki/ko-trocr: unicodedata
uniem,,,2,"moka-ai/m3e-base, moka-ai/m3e-small",moka-ai/m3e-base: uniem.finetuner.FineTuner; moka-ai/m3e-small: uniem.finetuner.FineTuner
unixcoder,,,2,"microsoft/unixcoder-base, microsoft/unixcoder-base-nine",microsoft/unixcoder-base: unixcoder.UniXcoder; microsoft/unixcoder-base-nine: unixcoder.UniXcoder
unsloth,,,4,"VeriUs/VeriUS-LLM-8b-v0.2, FinancialSupport/hellfire-2b, Omartificial-Intelligence-Space/al-baka-llama3-8b-experimental, lwef/llm-bench-upload-1",VeriUs/VeriUS-LLM-8b-v0.2: unsloth.FastLanguageModel; FinancialSupport/hellfire-2b: unsloth.FastLanguageModel; Omartificial-Intelligence-Space/al-baka-llama3-8b-experimental: unsloth.FastLanguageModel; lwef/llm-bench-upload-1: unsloth.FastLanguageModel
urlextract,,,1,tner/roberta-large-tweetner7-all,tner/roberta-large-tweetner7-all: urlextract.URLExtract
utils,,,10,"ZhengPeng7/BiRefNet, westlake-repl/SaProt_650M_PDB, BK-Lee/TroL-1.8B, BK-Lee/TroL-7B, westlake-repl/SaProt_650M_AF2, ZhengPeng7/BiRefNet_lite, ZhengPeng7/BiRefNet-portrait, BK-Lee/Meteor-Mamba, westlake-repl/SaProt_35M_AF2, BK-Lee/Meteor-MLM",ZhengPeng7/BiRefNet: utils.check_state_dict; westlake-repl/SaProt_650M_PDB: utils.esm_loader.load_esm_saprot; BK-Lee/TroL-1.8B: utils.utils.*; BK-Lee/TroL-7B: utils.utils.*; westlake-repl/SaProt_650M_AF2: utils.esm_loader.load_esm_saprot; ZhengPeng7/BiRefNet_lite: utils.check_state_dict; ZhengPeng7/BiRefNet-portrait: utils.check_state_dict; BK-Lee/Meteor-Mamba: utils.utils.*; westlake-repl/SaProt_35M_AF2: utils.esm_loader.load_esm_saprot; BK-Lee/Meteor-MLM: utils.utils.*
vec2text,,,2,"ielabgroup/vec2text_gtr-base-st_inversion, ielabgroup/vec2text_gtr-base-st_corrector",ielabgroup/vec2text_gtr-base-st_inversion: vec2text; ielabgroup/vec2text_gtr-base-st_corrector: vec2text
videollama2,,,3,"DAMO-NLP-SG/VideoLLaMA2-7B-16F, DAMO-NLP-SG/VideoLLaMA2-7B-Base, DAMO-NLP-SG/VideoLLaMA2-7B",DAMO-NLP-SG/VideoLLaMA2-7B-16F: videollama2.model_init; DAMO-NLP-SG/VideoLLaMA2-7B-16F: videollama2.mm_infer; DAMO-NLP-SG/VideoLLaMA2-7B-16F: videollama2.utils.disable_torch_init; DAMO-NLP-SG/VideoLLaMA2-7B-Base: videollama2.model_init; DAMO-NLP-SG/VideoLLaMA2-7B-Base: videollama2.mm_infer; DAMO-NLP-SG/VideoLLaMA2-7B-Base: videollama2.utils.disable_torch_init; DAMO-NLP-SG/VideoLLaMA2-7B: videollama2.model_init; DAMO-NLP-SG/VideoLLaMA2-7B: videollama2.mm_infer; DAMO-NLP-SG/VideoLLaMA2-7B: videollama2.utils.disable_torch_init
videollava,,,1,LanguageBind/Video-LLaVA-7B,LanguageBind/Video-LLaVA-7B: videollava.constants.IMAGE_TOKEN_INDEX; LanguageBind/Video-LLaVA-7B: videollava.constants.DEFAULT_IMAGE_TOKEN; LanguageBind/Video-LLaVA-7B: videollava.conversation.conv_templates; LanguageBind/Video-LLaVA-7B: videollava.conversation.SeparatorStyle; LanguageBind/Video-LLaVA-7B: videollava.model.builder.load_pretrained_model; LanguageBind/Video-LLaVA-7B: videollava.utils.disable_torch_init; LanguageBind/Video-LLaVA-7B: videollava.mm_utils.tokenizer_image_token; LanguageBind/Video-LLaVA-7B: videollava.mm_utils.get_model_name_from_path; LanguageBind/Video-LLaVA-7B: videollava.mm_utils.KeywordsStoppingCriteria; LanguageBind/Video-LLaVA-7B: videollava.constants.IMAGE_TOKEN_INDEX; LanguageBind/Video-LLaVA-7B: videollava.constants.DEFAULT_IMAGE_TOKEN; LanguageBind/Video-LLaVA-7B: videollava.conversation.conv_templates; LanguageBind/Video-LLaVA-7B: videollava.conversation.SeparatorStyle; LanguageBind/Video-LLaVA-7B: videollava.model.builder.load_pretrained_model; LanguageBind/Video-LLaVA-7B: videollava.utils.disable_torch_init; LanguageBind/Video-LLaVA-7B: videollava.mm_utils.tokenizer_image_token; LanguageBind/Video-LLaVA-7B: videollava.mm_utils.get_model_name_from_path; LanguageBind/Video-LLaVA-7B: videollava.mm_utils.KeywordsStoppingCriteria
